German	जर्मन
National Security Advisor	राष्ट्रिय सुरक्षा सल्लाहकार
the fourth edition	चौथो संस्करण
for other purposes	अन्य प्रयोजनका
this is only	मात्र हो यो
became a public	सार्वजनिक भएसँगै
celebrations of the	हर्षोल्लासका
historian and author	इतिहासकार
the automotive industry	अटोमोबाइल
to withstand the	थेग्ने
at Arlington National	त्रिपुरेश्वरस्थित राष्ट्रिय
later than the	भन्दा पछि
the main objective	मुख्य उद्देश्य नै
summer and winter	ऋतुको
until it closed	देखि बन्द
the day is	दिन हो
step by step	स्टेप
and the parish	गाबिस
ranked as one	सुचिमा
the peace process	र शान्ति प्रक्रियालाई
not to do	नगर्नु नै
the sky and	आकाश र
that the old	त्यो पुरानो
does not affect	पनि गर्दैन
is the responsibility	जिम्मेवारी हो
law enforcement agency	कानुन मन्त्रालय र
volunteered for the	खटिएका
Department of Agriculture	कृषि मन्त्रालय
the National Research	र राष्ट्रिय अनुसन्धान
Pakistan Muslim League	पाकिस्तान सुपर लिग
and the light	र प्रकाश
stabbed to death	कुटपिटबाट
data in the	तथ्यांक
years after their	वर्ष आफ्नो
