eight	අට
laws and regulations	රෙගුලාසි
the Greek Orthodox	ග්‍රීක යුදෙව්
in the 1912	1936
to stand up	ඉඳගත්ත
mainly used for	බහුලව භාවිතා
decided to change	තීරණය වෙනස්
consideration of the	යුතු මෙම
of labor and	හා කම්කරු
closed and the	වසා
rodent in the	හූනා
continued to run	දුවන්න පටන්
the new generation	නව පරපුරේ
encounter with the	හමුවීම සඳහා
many areas of	බොහෝ ප්‍රදේශ
with a slight	මඳ
in Argentina and	ආර්ජන්ටිනාව
that allowed the	නොදෙන බව ද
the second film	පළමු චිත්‍රපටය
fighting against the	එරෙහිව සටන්
III of the	iv
and support the	සහයෝගය සහ
of the budget	මෙම අයවැය
of the bus	මෙම බස්
in the UAE	එමීර්
the growth and	වර්ධනය
days later he	දින ඔහු
working closely with	සමීපව කටයුතු
and fled to	පලාගිය
scheduled to open	විවෘත කිරීමට නියමිතව
annually in the	වාර්ෂිකව
reprised the role	රඟපෑවේ
the sporting news	පුවත් ක්‍රීඩා
world trade organization	ලෝක වෙළඳ සංවිධානය
and the independent	සහ ස්වාධීන
to be presented	ඉදිරිපත් වෙනවා
law enforcement officers	හමුදා නීතිය
political and cultural	දේශපාලන හා සංස්කෘතික
Latin American countries	ලතින් ඇමරිකානු රටවල්
in the mordellidae	සීමා මාලකයේ දී
survive in the	නොනැසී
does not occur	සිදුනොවේ
the pacific and	පැසිෆික්
steps of the	මෙම පියවර
of National importance	ජාතික වශයෙන් වැදගත්
the higher the	ඉහළ
struggle against the	එරෙහි අරගලය
flanked by two	දෙපසින්
the British military	බ්‍රිතාන්‍ය හමුදා
as the rest	ලෙස පමණක්
he says he	ඔහු කියන
scattered throughout the	විසිරී
the open university	විවෘත විශ්වවිද්‍යාලයේ
ministry of information	හා තොරතුරු අමාත්‍යාංශයේ
and the amount	ප්‍රමාණය සහ
by the organization	සංවිධානයක් විසින්
stating that they	ඔවුන් සඳහන්
power for the	බලය සඳහා
after the new	පසු නව
more powerful than	වඩා ප්‍රබල
fitted with the	සවිකර
the world turns	ලෝකය දෙස
the indigenous peoples	ස්වදේශික
Institute of sport	ක්‍රීඩා අමාත්‍යාංශය
coast of South	දකුණු මුහුදු
the new law	නව නීතිය
hall and the	ශාලාව
in North London	උතුරු කොළඹ
and the short	සහ කෙටි
South China sea	දකුණු චීන මුහුදේ
the fire and	සහ ගිනි
most common type	වර්ගයකි
to pull the	පිටිපස්සට
one another and	සහ එක්
housing units and	නිවාස ඒකක
years of marriage	විවාහ වී වසර
the British Parliament	බ්‍රිතාන්‍ය පාර්ලිමේන්තු
the final years	වසර අවසන්
Ministry of defence	ආරක්ෂක අමාත්‍යාංශය
deposited in the	තැන්පත්
of the task	එම කාර්යය
fourth of July	ජනවාරි පළමු
again by the	විසින් නැවත
the main route	ප්‍රධාන මාර්ගයේ
exclusively for the	ඒ වෙනුවෙන්ම
the emperor and	අධිරාජයා
of the Vatican	වතිකානු
are engaged in	කටයුතු වල නිරතව
word of God	දෙවියන් වහන්සේගේ වචනය
legal action against	එරෙහිව නීතිමය
decided that he	ඔහු තීරණය
the school closed	පාසල් වසා
the discretion of	එම බලතල
the late late	භාගයේදී
planted in the	රෝපණය
he once again	ඔහු නැවතත්
and offered to	ලබාදී
family members and	පවුලේ සාමාජිකයන්
the former home	ගෙදර හිටපු
the diameter of	විෂ්කම්භය
Department of environmental	හා පරිසර අමාත්‍යාංශය
the whole country	මුළු රට
so popular that	ගොඩක් ජනප්‍රිය
treatise on the	ග්‍රන්ථයෙහි
than a thousand	දහසකට වඩා
in the courtyard	මන්දිරයක්
implemented by the	විසින් ක්‍රියාත්මක
begun in the	ආරම්භ
due to some	හේතුවෙන් ඇතැම්
and the special	සහ විශේෂ
by a person	පුද්ගලයා විසින්
they believe that	ඔවුන් විශ්වාස
convicted and sentenced	සිරදඬුවම්
food and agriculture	ආහාර හා කෘෂිකර්ම
proposed in the	යෝජිත
and the private	සහ පෞද්ගලික
available to all	අවශ්‍ය සියලුම
they begin to	පටන්ගන්නවා
his mind and	ඔහුගේ සිත
Robert De Niro	තිරිමාදුර
reminder of the	කියාපාන
make a difference	තියෙන වෙනස
the final by	විසින් අවසන්
and Saudi Arabia	අරාබිය
several days later	දින ගණනාවක්
the National Youth	ජාතික යෞවන
the Australian team	ඕස්ට්‍රේලියානු කණ්ඩායම
that the former	බව හිටපු
peace and security	සාමය හා ආරක්ෂාව
influential people in	ජනතාව අතර ජනප්‍රිය
the relics of	පෞරාණික
and executive director	අධ්‍යක්ෂ
that created the	ඒ නිර්මාණය
climate in this	දේශගුණ
and civil society	සිවිල් සමාජය
international law and	ජාත්‍යන්තර නීතිය
but the project	ව්‍යාපෘතිය නිසා
the political situation	දේශපාලන තත්ත්වය
obtained by the	විසින් ලබාගෙන
the last moment	අවසාන මොහොත
